Session_Name_,Trial_Index_,viewing,filename1,filename2,pair_id
BR019,9,full,c5259043d52a4261b7b61362955ffda2.jpg,c797181a7ff0412cbdcf1a116f8b784a.jpg,c5259043d52a4261b7b61362955ffda2.jpg|c797181a7ff0412cbdcf1a116f8b784a.jpg
BR019,10,central,7cc37f0472f748599a44d47770b24467.jpg,2ce212ba33494a75a00b43500a31c475.jpg,2ce212ba33494a75a00b43500a31c475.jpg|7cc37f0472f748599a44d47770b24467.jpg
BR019,11,peripheral,3c5319f397d94ec7aafaf2c06ef19a84.jpg,777bd2d5894e4d05848bfe271c70348a.jpg,3c5319f397d94ec7aafaf2c06ef19a84.jpg|777bd2d5894e4d05848bfe271c70348a.jpg
BR019,12,full,f39e8c35b562470eb229890c2c547210.jpg,e00efbb3124b43f684903b0230e16252.jpg,e00efbb3124b43f684903b0230e16252.jpg|f39e8c35b562470eb229890c2c547210.jpg
BR019,13,central,609dc852d3214d75a3620ce4f02b0c9f.jpg,586e715638b04dc3a559c4ccc9b8abfa.jpg,586e715638b04dc3a559c4ccc9b8abfa.jpg|609dc852d3214d75a3620ce4f02b0c9f.jpg
BR019,14,peripheral,3c08f572aa264552aeff7ed80dc13c80.jpg,36b578d3f4c94029af93664112058d1a.jpg,36b578d3f4c94029af93664112058d1a.jpg|3c08f572aa264552aeff7ed80dc13c80.jpg
BR019,15,central,55f57e72bc294394b58f3a6e8ae792f6.jpg,52adf4992f234d47b56ff89c2cc055b7.jpg,52adf4992f234d47b56ff89c2cc055b7.jpg|55f57e72bc294394b58f3a6e8ae792f6.jpg
BR019,16,central,1098187526484c62b20eb0f59faec6ef.jpg,0693816789364e83bc559e435816ec8f.jpg,0693816789364e83bc559e435816ec8f.jpg|1098187526484c62b20eb0f59faec6ef.jpg
BR019,17,peripheral,2c4e653610eb497da50f7420cff5c3a2.jpg,3e263a25c12942b6a691c1e3f8b8c0d0.jpg,2c4e653610eb497da50f7420cff5c3a2.jpg|3e263a25c12942b6a691c1e3f8b8c0d0.jpg
BR019,18,peripheral,7287dfd9e4a7453b85dfccc581d234bf.jpg,5899d895f4aa4591a07d4b64a746e8b8.jpg,5899d895f4aa4591a07d4b64a746e8b8.jpg|7287dfd9e4a7453b85dfccc581d234bf.jpg
BR019,19,central,4efa4de50430421885c96dbbc2bc3beb.jpg,804f479253e04e149591f7268bd6ffd5.jpg,4efa4de50430421885c96dbbc2bc3beb.jpg|804f479253e04e149591f7268bd6ffd5.jpg
BR019,20,full,62e268e032da4efe8a767216a5a830d3.jpg,57ad557d462048a9aef0dcb67348e305.jpg,57ad557d462048a9aef0dcb67348e305.jpg|62e268e032da4efe8a767216a5a830d3.jpg
BR019,21,central,9cab7bdcdca54367b3a074557d1d2410.jpg,34ad3c12373b45858d933969f9e726ac.jpg,34ad3c12373b45858d933969f9e726ac.jpg|9cab7bdcdca54367b3a074557d1d2410.jpg
BR019,22,full,8f37b5b2dd8845908ba518dabf9a181a.jpg,3e263a25c12942b6a691c1e3f8b8c0d0.jpg,3e263a25c12942b6a691c1e3f8b8c0d0.jpg|8f37b5b2dd8845908ba518dabf9a181a.jpg
BR019,23,central,c53935d4c6ce4db892ea81327e9cda0d.jpg,c5501af926ff4037b1a8d413fe67d89b.jpg,c53935d4c6ce4db892ea81327e9cda0d.jpg|c5501af926ff4037b1a8d413fe67d89b.jpg
BR019,24,peripheral,0e68f17fae9949888cd2017b9b5a6754.jpg,1e014f55dac948ccb2e9053666e123b4.jpg,0e68f17fae9949888cd2017b9b5a6754.jpg|1e014f55dac948ccb2e9053666e123b4.jpg
BR019,25,central,5ec0a218f01048b2b25396013c727f77.jpg,21dce860b4934055a44d34bfcea1ae4d.jpg,21dce860b4934055a44d34bfcea1ae4d.jpg|5ec0a218f01048b2b25396013c727f77.jpg
BR019,26,central,b5350d028ab8412c913e07306b132aba.jpg,b198dffa9f9f4b93adafd24c1e4393a6.jpg,b198dffa9f9f4b93adafd24c1e4393a6.jpg|b5350d028ab8412c913e07306b132aba.jpg
BR019,27,central,51fa967738384379b5637ecbfd8e0f8a.jpg,50e5fe33452444d58d5744ce8a95ed36.jpg,50e5fe33452444d58d5744ce8a95ed36.jpg|51fa967738384379b5637ecbfd8e0f8a.jpg
BR019,28,full,2246c9472ff54add81dbb8b63b1531b5.jpg,1711eb0224a6428e928a21cc682463dd.jpg,1711eb0224a6428e928a21cc682463dd.jpg|2246c9472ff54add81dbb8b63b1531b5.jpg
BR019,29,peripheral,495cce2d2d5c4495bd7c9e6d830478f3.jpg,87c1a1bec35c47e089bac56e8131c919.jpg,495cce2d2d5c4495bd7c9e6d830478f3.jpg|87c1a1bec35c47e089bac56e8131c919.jpg
BR019,30,central,5d8146740e0944548a526c666d002462.jpg,50bfbc370d1a41ee973ee21b33616e46.jpg,50bfbc370d1a41ee973ee21b33616e46.jpg|5d8146740e0944548a526c666d002462.jpg
BR019,31,peripheral,7def261cee25419484ca00c98b82b6da.jpg,2692bf1be81349d8a74d7144999db852.jpg,2692bf1be81349d8a74d7144999db852.jpg|7def261cee25419484ca00c98b82b6da.jpg
BR019,32,full,7f5e4bf12f9f4e159081162cf88a7fb7.jpg,5ee126f8ae6640758d5481e2689bdb81.jpg,5ee126f8ae6640758d5481e2689bdb81.jpg|7f5e4bf12f9f4e159081162cf88a7fb7.jpg
BR019,33,full,f87e2a1fb05f440aa7f9746eec6c6289.jpg,f62a9d89afec4d79992d7ebe886b28f6.jpg,f62a9d89afec4d79992d7ebe886b28f6.jpg|f87e2a1fb05f440aa7f9746eec6c6289.jpg
BR019,34,peripheral,dbc7fc54be7544718e0c9964f23f3005.jpg,dba5f9612a5644af81dea179dc1880aa.jpg,dba5f9612a5644af81dea179dc1880aa.jpg|dbc7fc54be7544718e0c9964f23f3005.jpg
BR019,35,full,15ef3e209a84417282278db5a1e3b412.jpg,0e68f17fae9949888cd2017b9b5a6754.jpg,0e68f17fae9949888cd2017b9b5a6754.jpg|15ef3e209a84417282278db5a1e3b412.jpg
BR019,36,full,c76dd3c76e404ba6bd604487fc6450c5.jpg,ae0f35add10f4d9d80bbb8a553358e38.jpg,ae0f35add10f4d9d80bbb8a553358e38.jpg|c76dd3c76e404ba6bd604487fc6450c5.jpg
BR019,37,full,14c8f9858abc47e5b9a2f1e9c3ac2873.jpg,3e5475b4d63c4c01b7558818565a0784.jpg,14c8f9858abc47e5b9a2f1e9c3ac2873.jpg|3e5475b4d63c4c01b7558818565a0784.jpg
BR019,38,peripheral,3beb9f613c0e4e6c9fc926fa7885e8be.jpg,482b46b2a93947fda6c76da78d560578.jpg,3beb9f613c0e4e6c9fc926fa7885e8be.jpg|482b46b2a93947fda6c76da78d560578.jpg
BR019,39,peripheral,15ae1a8affa04c35afde69fed22060b2.jpg,3f42b0faebd6452f96de9606b432ae11.jpg,15ae1a8affa04c35afde69fed22060b2.jpg|3f42b0faebd6452f96de9606b432ae11.jpg
BR019,40,full,19fdd1aaa7244cc696ea94f64d80469d.jpg,57f6a02ebfaa4340af2adf4d066b0a6f.jpg,19fdd1aaa7244cc696ea94f64d80469d.jpg|57f6a02ebfaa4340af2adf4d066b0a6f.jpg
BR019,41,full,21a57415248c4e4880835e441d6e00fd.jpg,1e014f55dac948ccb2e9053666e123b4.jpg,1e014f55dac948ccb2e9053666e123b4.jpg|21a57415248c4e4880835e441d6e00fd.jpg
BR019,42,central,6f6a6066bee642aab2bc7f77c1fcccfc.jpg,2c9f67a45a7640b0b73200a1e2cea5b1.jpg,2c9f67a45a7640b0b73200a1e2cea5b1.jpg|6f6a6066bee642aab2bc7f77c1fcccfc.jpg
BR019,43,central,6f50c2b038564cd19a0873bf396f1549.jpg,0c5a770e3f57463f84a9897407744692.jpg,0c5a770e3f57463f84a9897407744692.jpg|6f50c2b038564cd19a0873bf396f1549.jpg
BR019,44,peripheral,374cad12d807421b9e8295785d6bc44f.jpg,0260cc5cc34344afb50cfaeda417d65b.jpg,0260cc5cc34344afb50cfaeda417d65b.jpg|374cad12d807421b9e8295785d6bc44f.jpg
BR019,45,peripheral,fec5ae6f72f445ea97f69ec64979ab06.jpg,fcd5dbb7acee4019a91dbc33d573c3cf.jpg,fcd5dbb7acee4019a91dbc33d573c3cf.jpg|fec5ae6f72f445ea97f69ec64979ab06.jpg
BR019,46,full,85d267dfb76a48de97dc7157922b90f8.jpg,80bcb40a02e143a4aa8bd0d63240b954.jpg,80bcb40a02e143a4aa8bd0d63240b954.jpg|85d267dfb76a48de97dc7157922b90f8.jpg
BR019,47,full,705ae58bb7954d1ab4469ad98c10c380.jpg,628cbe14859049deb43a077a00f24e00.jpg,628cbe14859049deb43a077a00f24e00.jpg|705ae58bb7954d1ab4469ad98c10c380.jpg
BR019,48,central,50ded7f0f1e449768df0d0de67569db6.jpg,49b0a237c6354943a210232b051cd486.jpg,49b0a237c6354943a210232b051cd486.jpg|50ded7f0f1e449768df0d0de67569db6.jpg
BR019,49,central,573e9073f3ed44b094a3ffbbe8fed4db.jpg,571b534494664f83b7f796bde052bf49.jpg,571b534494664f83b7f796bde052bf49.jpg|573e9073f3ed44b094a3ffbbe8fed4db.jpg
BR019,50,peripheral,29a6b28353c14c38b7dd2edc13c86a0b.jpg,2c4e653610eb497da50f7420cff5c3a2.jpg,29a6b28353c14c38b7dd2edc13c86a0b.jpg|2c4e653610eb497da50f7420cff5c3a2.jpg
BR019,51,central,6b94d252b54242748bfb2c611bd3368f.jpg,01f6d2022368434aacc21db2a6ba4fc9.jpg,01f6d2022368434aacc21db2a6ba4fc9.jpg|6b94d252b54242748bfb2c611bd3368f.jpg
BR019,52,peripheral,62ebab2acc714ab082cf9c991a0f2698.jpg,9edd384ee5394760be897cdbef0c8e87.jpg,62ebab2acc714ab082cf9c991a0f2698.jpg|9edd384ee5394760be897cdbef0c8e87.jpg
BR019,53,peripheral,78765bd55e9a4ec7a9c5f5590a36b386.jpg,07150a02be164be4bd0e325cb2428430.jpg,07150a02be164be4bd0e325cb2428430.jpg|78765bd55e9a4ec7a9c5f5590a36b386.jpg
BR019,54,full,8c2fde1879fd4c52adaacb2c10ab7cd5.jpg,2e6d7983fc32450c8b08a6d33217c889.jpg,2e6d7983fc32450c8b08a6d33217c889.jpg|8c2fde1879fd4c52adaacb2c10ab7cd5.jpg
BR019,55,peripheral,002fac9e85104f41a7843820e9e87ee3.jpg,30e447f9321a4c74880915cc77f54950.jpg,002fac9e85104f41a7843820e9e87ee3.jpg|30e447f9321a4c74880915cc77f54950.jpg
BR019,56,full,74dc89c8de294e968df1fb3942338d1d.jpg,70f5a78a800c4d20b1b165a0b9ee4199.jpg,70f5a78a800c4d20b1b165a0b9ee4199.jpg|74dc89c8de294e968df1fb3942338d1d.jpg
BR019,57,full,1549b032d34945b18a18aad52760ffd3.jpg,1496f9a5325d4793806a8c7029873437.jpg,1496f9a5325d4793806a8c7029873437.jpg|1549b032d34945b18a18aad52760ffd3.jpg
BR019,58,peripheral,7cbde8f25a374d519a8f44e9a94320f2.jpg,991ef840427e44b28485942a98ebb8d3.jpg,7cbde8f25a374d519a8f44e9a94320f2.jpg|991ef840427e44b28485942a98ebb8d3.jpg
BR019,59,central,5f9ebd55e0b74c9cae01a255bad5ef27.jpg,33aae810e78046d2bb367344aeca8294.jpg,33aae810e78046d2bb367344aeca8294.jpg|5f9ebd55e0b74c9cae01a255bad5ef27.jpg
BR019,60,peripheral,740455db60c2427c95bed843f977d956.jpg,341480a2e5364dcd887d2fae629a5fa3.jpg,341480a2e5364dcd887d2fae629a5fa3.jpg|740455db60c2427c95bed843f977d956.jpg
BR019,61,peripheral,b8a9bb6df11f42ceb2b99b77c6042903.jpg,b5a412d4d3fd487ab2df85a841e15426.jpg,b5a412d4d3fd487ab2df85a841e15426.jpg|b8a9bb6df11f42ceb2b99b77c6042903.jpg
BR019,62,peripheral,35a74db7048c4de29b3c7ee6ae50a713.jpg,31d3f5bbd9d049bda8388be302ce4f89.jpg,31d3f5bbd9d049bda8388be302ce4f89.jpg|35a74db7048c4de29b3c7ee6ae50a713.jpg
BR019,63,peripheral,8a2d4ef79ab9493980b74219f92de94b.jpg,7bea9ca3f4854ce7911b3ed001e45ea2.jpg,7bea9ca3f4854ce7911b3ed001e45ea2.jpg|8a2d4ef79ab9493980b74219f92de94b.jpg
BR019,64,full,6f7c91efa2704bf49aab2ee6b564de26.jpg,33faf20644da4ac7a8c8826d8c3fc1b6.jpg,33faf20644da4ac7a8c8826d8c3fc1b6.jpg|6f7c91efa2704bf49aab2ee6b564de26.jpg
BR019,65,full,11b33ba71fc34d88b6a2fd4183ec3cea.jpg,1a8b5b4beb2844bfa7d6d7dd163a829f.jpg,11b33ba71fc34d88b6a2fd4183ec3cea.jpg|1a8b5b4beb2844bfa7d6d7dd163a829f.jpg
BR019,66,central,ad935455eb5f48a39c5f22eadb88a266.jpg,a961d9f2d5b94de584d705197202e8f2.jpg,a961d9f2d5b94de584d705197202e8f2.jpg|ad935455eb5f48a39c5f22eadb88a266.jpg
BR019,67,full,53b27750ff6b49b6bbcfbc312f8e5550.jpg,8f6a40194ecd4bdf9275a6c852de91a6.jpg,53b27750ff6b49b6bbcfbc312f8e5550.jpg|8f6a40194ecd4bdf9275a6c852de91a6.jpg
BR019,68,peripheral,28ae8fcc3c214dc5b785225113b5d5ed.jpg,15dcb6731dda4a3fb0996108c8ef8d50.jpg,15dcb6731dda4a3fb0996108c8ef8d50.jpg|28ae8fcc3c214dc5b785225113b5d5ed.jpg
BR019,69,peripheral,87ed7bc29ec646f0af4de81ded2685e3.jpg,79aae83c4ac946dc99cd85b6c84df966.jpg,79aae83c4ac946dc99cd85b6c84df966.jpg|87ed7bc29ec646f0af4de81ded2685e3.jpg
BR019,70,full,d2e3309962c645d1876005afbfc4d2ab.jpg,ce79ad2e750c46c3b2495c431fa63932.jpg,ce79ad2e750c46c3b2495c431fa63932.jpg|d2e3309962c645d1876005afbfc4d2ab.jpg
BR019,71,full,d392002b67b041739cb8399b1a31488a.jpg,d91c5088371c4b0dab529bd3cb8083b1.jpg,d392002b67b041739cb8399b1a31488a.jpg|d91c5088371c4b0dab529bd3cb8083b1.jpg
BR019,72,central,596853509efd4aa98591a034dbefb8b5.jpg,994060a5aa3f4f62a53be760e14f4ec7.jpg,596853509efd4aa98591a034dbefb8b5.jpg|994060a5aa3f4f62a53be760e14f4ec7.jpg
BR018,1,full,78765bd55e9a4ec7a9c5f5590a36b386.jpg,07150a02be164be4bd0e325cb2428430.jpg,07150a02be164be4bd0e325cb2428430.jpg|78765bd55e9a4ec7a9c5f5590a36b386.jpg
BR018,2,central,74dc89c8de294e968df1fb3942338d1d.jpg,70f5a78a800c4d20b1b165a0b9ee4199.jpg,70f5a78a800c4d20b1b165a0b9ee4199.jpg|74dc89c8de294e968df1fb3942338d1d.jpg
BR018,3,full,7287dfd9e4a7453b85dfccc581d234bf.jpg,5899d895f4aa4591a07d4b64a746e8b8.jpg,5899d895f4aa4591a07d4b64a746e8b8.jpg|7287dfd9e4a7453b85dfccc581d234bf.jpg
BR018,4,peripheral,16a382f4e5034c13b076392b53fd53a7.jpg,53d84ab5255f41ada85a51206648ad05.jpg,16a382f4e5034c13b076392b53fd53a7.jpg|53d84ab5255f41ada85a51206648ad05.jpg
BR018,5,peripheral,55f57e72bc294394b58f3a6e8ae792f6.jpg,52adf4992f234d47b56ff89c2cc055b7.jpg,52adf4992f234d47b56ff89c2cc055b7.jpg|55f57e72bc294394b58f3a6e8ae792f6.jpg
BR018,6,full,b8a9bb6df11f42ceb2b99b77c6042903.jpg,b5a412d4d3fd487ab2df85a841e15426.jpg,b5a412d4d3fd487ab2df85a841e15426.jpg|b8a9bb6df11f42ceb2b99b77c6042903.jpg
BR018,7,central,d392002b67b041739cb8399b1a31488a.jpg,d91c5088371c4b0dab529bd3cb8083b1.jpg,d392002b67b041739cb8399b1a31488a.jpg|d91c5088371c4b0dab529bd3cb8083b1.jpg
BR018,8,peripheral,6f50c2b038564cd19a0873bf396f1549.jpg,0c5a770e3f57463f84a9897407744692.jpg,0c5a770e3f57463f84a9897407744692.jpg|6f50c2b038564cd19a0873bf396f1549.jpg
BR018,9,full,3c5319f397d94ec7aafaf2c06ef19a84.jpg,777bd2d5894e4d05848bfe271c70348a.jpg,3c5319f397d94ec7aafaf2c06ef19a84.jpg|777bd2d5894e4d05848bfe271c70348a.jpg
BR018,10,peripheral,596853509efd4aa98591a034dbefb8b5.jpg,994060a5aa3f4f62a53be760e14f4ec7.jpg,596853509efd4aa98591a034dbefb8b5.jpg|994060a5aa3f4f62a53be760e14f4ec7.jpg
BR018,11,full,15ae1a8affa04c35afde69fed22060b2.jpg,3f42b0faebd6452f96de9606b432ae11.jpg,15ae1a8affa04c35afde69fed22060b2.jpg|3f42b0faebd6452f96de9606b432ae11.jpg
BR018,12,peripheral,5d8146740e0944548a526c666d002462.jpg,50bfbc370d1a41ee973ee21b33616e46.jpg,50bfbc370d1a41ee973ee21b33616e46.jpg|5d8146740e0944548a526c666d002462.jpg
BR018,13,peripheral,b5350d028ab8412c913e07306b132aba.jpg,b198dffa9f9f4b93adafd24c1e4393a6.jpg,b198dffa9f9f4b93adafd24c1e4393a6.jpg|b5350d028ab8412c913e07306b132aba.jpg
BR018,14,peripheral,573e9073f3ed44b094a3ffbbe8fed4db.jpg,571b534494664f83b7f796bde052bf49.jpg,571b534494664f83b7f796bde052bf49.jpg|573e9073f3ed44b094a3ffbbe8fed4db.jpg
BR018,15,full,740455db60c2427c95bed843f977d956.jpg,341480a2e5364dcd887d2fae629a5fa3.jpg,341480a2e5364dcd887d2fae629a5fa3.jpg|740455db60c2427c95bed843f977d956.jpg
BR018,16,central,705ae58bb7954d1ab4469ad98c10c380.jpg,628cbe14859049deb43a077a00f24e00.jpg,628cbe14859049deb43a077a00f24e00.jpg|705ae58bb7954d1ab4469ad98c10c380.jpg
BR018,17,full,3beb9f613c0e4e6c9fc926fa7885e8be.jpg,482b46b2a93947fda6c76da78d560578.jpg,3beb9f613c0e4e6c9fc926fa7885e8be.jpg|482b46b2a93947fda6c76da78d560578.jpg
BR018,18,peripheral,1098187526484c62b20eb0f59faec6ef.jpg,0693816789364e83bc559e435816ec8f.jpg,0693816789364e83bc559e435816ec8f.jpg|1098187526484c62b20eb0f59faec6ef.jpg
BR018,19,full,29a6b28353c14c38b7dd2edc13c86a0b.jpg,2c4e653610eb497da50f7420cff5c3a2.jpg,29a6b28353c14c38b7dd2edc13c86a0b.jpg|2c4e653610eb497da50f7420cff5c3a2.jpg
BR018,20,peripheral,50ded7f0f1e449768df0d0de67569db6.jpg,49b0a237c6354943a210232b051cd486.jpg,49b0a237c6354943a210232b051cd486.jpg|50ded7f0f1e449768df0d0de67569db6.jpg
BR018,21,full,87ed7bc29ec646f0af4de81ded2685e3.jpg,79aae83c4ac946dc99cd85b6c84df966.jpg,79aae83c4ac946dc99cd85b6c84df966.jpg|87ed7bc29ec646f0af4de81ded2685e3.jpg
BR018,22,peripheral,5ec0a218f01048b2b25396013c727f77.jpg,21dce860b4934055a44d34bfcea1ae4d.jpg,21dce860b4934055a44d34bfcea1ae4d.jpg|5ec0a218f01048b2b25396013c727f77.jpg
BR018,23,full,8a2d4ef79ab9493980b74219f92de94b.jpg,7bea9ca3f4854ce7911b3ed001e45ea2.jpg,7bea9ca3f4854ce7911b3ed001e45ea2.jpg|8a2d4ef79ab9493980b74219f92de94b.jpg
BR018,24,full,374cad12d807421b9e8295785d6bc44f.jpg,0260cc5cc34344afb50cfaeda417d65b.jpg,0260cc5cc34344afb50cfaeda417d65b.jpg|374cad12d807421b9e8295785d6bc44f.jpg
BR018,25,central,c5259043d52a4261b7b61362955ffda2.jpg,c797181a7ff0412cbdcf1a116f8b784a.jpg,c5259043d52a4261b7b61362955ffda2.jpg|c797181a7ff0412cbdcf1a116f8b784a.jpg
BR018,26,central,14c8f9858abc47e5b9a2f1e9c3ac2873.jpg,3e5475b4d63c4c01b7558818565a0784.jpg,14c8f9858abc47e5b9a2f1e9c3ac2873.jpg|3e5475b4d63c4c01b7558818565a0784.jpg
BR018,27,full,002fac9e85104f41a7843820e9e87ee3.jpg,30e447f9321a4c74880915cc77f54950.jpg,002fac9e85104f41a7843820e9e87ee3.jpg|30e447f9321a4c74880915cc77f54950.jpg
BR018,28,central,d2e3309962c645d1876005afbfc4d2ab.jpg,ce79ad2e750c46c3b2495c431fa63932.jpg,ce79ad2e750c46c3b2495c431fa63932.jpg|d2e3309962c645d1876005afbfc4d2ab.jpg
BR018,29,peripheral,c53935d4c6ce4db892ea81327e9cda0d.jpg,c5501af926ff4037b1a8d413fe67d89b.jpg,c53935d4c6ce4db892ea81327e9cda0d.jpg|c5501af926ff4037b1a8d413fe67d89b.jpg
BR018,30,peripheral,6f6a6066bee642aab2bc7f77c1fcccfc.jpg,2c9f67a45a7640b0b73200a1e2cea5b1.jpg,2c9f67a45a7640b0b73200a1e2cea5b1.jpg|6f6a6066bee642aab2bc7f77c1fcccfc.jpg
BR018,31,peripheral,9cab7bdcdca54367b3a074557d1d2410.jpg,34ad3c12373b45858d933969f9e726ac.jpg,34ad3c12373b45858d933969f9e726ac.jpg|9cab7bdcdca54367b3a074557d1d2410.jpg
BR018,32,full,7def261cee25419484ca00c98b82b6da.jpg,2692bf1be81349d8a74d7144999db852.jpg,2692bf1be81349d8a74d7144999db852.jpg|7def261cee25419484ca00c98b82b6da.jpg
BR018,33,central,11b33ba71fc34d88b6a2fd4183ec3cea.jpg,1a8b5b4beb2844bfa7d6d7dd163a829f.jpg,11b33ba71fc34d88b6a2fd4183ec3cea.jpg|1a8b5b4beb2844bfa7d6d7dd163a829f.jpg
BR018,34,central,15ef3e209a84417282278db5a1e3b412.jpg,0e68f17fae9949888cd2017b9b5a6754.jpg,0e68f17fae9949888cd2017b9b5a6754.jpg|15ef3e209a84417282278db5a1e3b412.jpg
BR018,35,central,f39e8c35b562470eb229890c2c547210.jpg,e00efbb3124b43f684903b0230e16252.jpg,e00efbb3124b43f684903b0230e16252.jpg|f39e8c35b562470eb229890c2c547210.jpg
BR018,36,full,495cce2d2d5c4495bd7c9e6d830478f3.jpg,87c1a1bec35c47e089bac56e8131c919.jpg,495cce2d2d5c4495bd7c9e6d830478f3.jpg|87c1a1bec35c47e089bac56e8131c919.jpg
BR018,37,peripheral,6b94d252b54242748bfb2c611bd3368f.jpg,01f6d2022368434aacc21db2a6ba4fc9.jpg,01f6d2022368434aacc21db2a6ba4fc9.jpg|6b94d252b54242748bfb2c611bd3368f.jpg
BR018,38,central,6f7c91efa2704bf49aab2ee6b564de26.jpg,33faf20644da4ac7a8c8826d8c3fc1b6.jpg,33faf20644da4ac7a8c8826d8c3fc1b6.jpg|6f7c91efa2704bf49aab2ee6b564de26.jpg
BR018,39,central,21a57415248c4e4880835e441d6e00fd.jpg,1e014f55dac948ccb2e9053666e123b4.jpg,1e014f55dac948ccb2e9053666e123b4.jpg|21a57415248c4e4880835e441d6e00fd.jpg
BR018,40,central,62e268e032da4efe8a767216a5a830d3.jpg,57ad557d462048a9aef0dcb67348e305.jpg,57ad557d462048a9aef0dcb67348e305.jpg|62e268e032da4efe8a767216a5a830d3.jpg
BR018,41,central,85d267dfb76a48de97dc7157922b90f8.jpg,80bcb40a02e143a4aa8bd0d63240b954.jpg,80bcb40a02e143a4aa8bd0d63240b954.jpg|85d267dfb76a48de97dc7157922b90f8.jpg
BR018,42,peripheral,552e4370bcaa4f4e89777ace9335d029.jpg,483fb8e0c1804956945f7dea8c54c1d2.jpg,483fb8e0c1804956945f7dea8c54c1d2.jpg|552e4370bcaa4f4e89777ace9335d029.jpg
BR018,43,peripheral,51fa967738384379b5637ecbfd8e0f8a.jpg,50e5fe33452444d58d5744ce8a95ed36.jpg,50e5fe33452444d58d5744ce8a95ed36.jpg|51fa967738384379b5637ecbfd8e0f8a.jpg
BR018,44,peripheral,c25e54bf6c9b4fe6be877578e6efd0a9.jpg,c4a8633be9c84993b5280b95c1195940.jpg,c25e54bf6c9b4fe6be877578e6efd0a9.jpg|c4a8633be9c84993b5280b95c1195940.jpg
BR018,45,full,2c4e653610eb497da50f7420cff5c3a2.jpg,3e263a25c12942b6a691c1e3f8b8c0d0.jpg,2c4e653610eb497da50f7420cff5c3a2.jpg|3e263a25c12942b6a691c1e3f8b8c0d0.jpg
BR018,46,central,7e996257944a4eeda68a18d167963086.jpg,5dd0a3014e9849d690ad2d3572c3688d.jpg,5dd0a3014e9849d690ad2d3572c3688d.jpg|7e996257944a4eeda68a18d167963086.jpg
BR018,47,full,3c08f572aa264552aeff7ed80dc13c80.jpg,36b578d3f4c94029af93664112058d1a.jpg,36b578d3f4c94029af93664112058d1a.jpg|3c08f572aa264552aeff7ed80dc13c80.jpg
BR018,48,full,85ff0af221644b2db46d29632a358004.jpg,63e76187253f4a9f939f82e895fd5179.jpg,63e76187253f4a9f939f82e895fd5179.jpg|85ff0af221644b2db46d29632a358004.jpg
BR018,49,full,0e68f17fae9949888cd2017b9b5a6754.jpg,1e014f55dac948ccb2e9053666e123b4.jpg,0e68f17fae9949888cd2017b9b5a6754.jpg|1e014f55dac948ccb2e9053666e123b4.jpg
BR018,50,central,7f5e4bf12f9f4e159081162cf88a7fb7.jpg,5ee126f8ae6640758d5481e2689bdb81.jpg,5ee126f8ae6640758d5481e2689bdb81.jpg|7f5e4bf12f9f4e159081162cf88a7fb7.jpg
BR018,51,central,19fdd1aaa7244cc696ea94f64d80469d.jpg,57f6a02ebfaa4340af2adf4d066b0a6f.jpg,19fdd1aaa7244cc696ea94f64d80469d.jpg|57f6a02ebfaa4340af2adf4d066b0a6f.jpg
BR018,52,central,8c2fde1879fd4c52adaacb2c10ab7cd5.jpg,2e6d7983fc32450c8b08a6d33217c889.jpg,2e6d7983fc32450c8b08a6d33217c889.jpg|8c2fde1879fd4c52adaacb2c10ab7cd5.jpg
BR018,53,full,28ae8fcc3c214dc5b785225113b5d5ed.jpg,15dcb6731dda4a3fb0996108c8ef8d50.jpg,15dcb6731dda4a3fb0996108c8ef8d50.jpg|28ae8fcc3c214dc5b785225113b5d5ed.jpg
BR018,54,peripheral,ad935455eb5f48a39c5f22eadb88a266.jpg,a961d9f2d5b94de584d705197202e8f2.jpg,a961d9f2d5b94de584d705197202e8f2.jpg|ad935455eb5f48a39c5f22eadb88a266.jpg
BR018,55,peripheral,4efa4de50430421885c96dbbc2bc3beb.jpg,804f479253e04e149591f7268bd6ffd5.jpg,4efa4de50430421885c96dbbc2bc3beb.jpg|804f479253e04e149591f7268bd6ffd5.jpg
BR018,56,full,fec5ae6f72f445ea97f69ec64979ab06.jpg,fcd5dbb7acee4019a91dbc33d573c3cf.jpg,fcd5dbb7acee4019a91dbc33d573c3cf.jpg|fec5ae6f72f445ea97f69ec64979ab06.jpg
BR018,57,central,f87e2a1fb05f440aa7f9746eec6c6289.jpg,f62a9d89afec4d79992d7ebe886b28f6.jpg,f62a9d89afec4d79992d7ebe886b28f6.jpg|f87e2a1fb05f440aa7f9746eec6c6289.jpg
BR018,58,peripheral,8b20a875626e420fa0abf64466663c6e.jpg,0f4c34f941f243c5b5f19c25924a9202.jpg,0f4c34f941f243c5b5f19c25924a9202.jpg|8b20a875626e420fa0abf64466663c6e.jpg
BR018,59,peripheral,609dc852d3214d75a3620ce4f02b0c9f.jpg,586e715638b04dc3a559c4ccc9b8abfa.jpg,586e715638b04dc3a559c4ccc9b8abfa.jpg|609dc852d3214d75a3620ce4f02b0c9f.jpg
BR018,60,central,1549b032d34945b18a18aad52760ffd3.jpg,1496f9a5325d4793806a8c7029873437.jpg,1496f9a5325d4793806a8c7029873437.jpg|1549b032d34945b18a18aad52760ffd3.jpg
